id_survey,date_of_survey,ticket_system,customer_service,value_for_money,overall_text,cleaned_text,sentiment,likelihood_to_recommend,nps_category,ease_of_use,overall_rating,csat_category
T_02171,2024-11-20,Jira Service Management,5.0,5.0,"Pros:JIRA Service Management is an effective service desk solution that has revolutionized our team's support process. With its powerful features, intuitive interface, and seamless integration with other Atlassian tools, it offers a comprehensive solution for managing customer requests and bugs.",pros jira service management is an effective service desk solution that has revolutionized our team sih support process with its powerful features intuitive interface and seamless integration with other atlassian tools itu offers a comprehensive solution for managing customer requests and bugs,Netral,8.0,Passive,5.0,5.0,Satisfied
T_01657,2024-11-11,Zoho Desk,3.0,4.0,"Zoho Desk is a pretty nice tool because it lets us bring all our customer service stuff together in one place. We can handle support tickets, calls, emails, and even social media messages right in Zoho Desk. It's got a bunch of handy features and tools that help us run support smoothly. We can check out how we're doing with analytics, automate boring tasks, and set up our own custom workflows. Long story short, Zoho Desk has made our customers happier, improved our relationships with them, and kicked our customer support game up a notch.",zoho desk is a pretty nice tool because itu lets us bring all our customer service stuff together ini one place we can handle support tickets calls emails and even social media messages right ini zoho desk itu sih got a bunch of handy features and tools that help us run support smoothly we can check out how we re doing with analytics automate boring tasks and set up our own custom workflows long story short zoho desk has made our customers happier improved our relationships with them and kicked our customer support game up a notch,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_02194,2024-11-21,Zendesk,5.0,5.0,"Since we used Zendesk, the resolution time of our support tickets has been reduced considerably. Also, this platform provided us with new communication channels as a knowledge base, so that our clients could solve some common problems on their own.",since we used zendesk the resolution time of our support tickets has been reduced considerably also this platform provided us with new communication channels as a knowledge base sok that our clients could solve some common problems on their own,Netral,9.0,Promoter,5.0,4.0,Satisfied
T_03248,2024-12-08,Jira Service Management,4.0,5.0,We were able to seamlessly move issues from first level to second level support. Users can easily follow up on the status of our issues.,we were able tapi seamlessly move issues from first level tapi second level support users can easily follow up on the status of our issues,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_03396,2024-12-10,Zendesk,4.0,5.0,We grew our system from a 5 users system to approximately 75 users on an Enterprise platform. We did that under my watch. It was a superb force-multiplier.,we grew our system from a 5 users system tapi approximately 75 users on an enterprise platform we did that under my watch itu was a superb force multiplier,Netral,8.0,Passive,5.0,5.0,Satisfied
T_01279,2024-11-03,Freshdesk,3.0,4.0,Pros:Freshdesk is very easy to use and to train staff on. The program is simply built without a ton of confusing information or unnecessary additions I found the tracking to be sufficient and as a whole it worked well for the company.,pros freshdesk is very easy tapi use and tapi train staff on the program is simply built without a ton of confusing information orang unnecessary additions i found the tracking tapi be sufficient and as a whole itu worked well for the company,Positif,8.0,Passive,5.0,5.0,Satisfied
T_00835,2024-10-22,Freshdesk,4.0,5.0,Positive. We switched from HubSpot and haven't looked back. Highly recommend.,positive we switched from hubspot and haven t looked back highly recommend,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_04011,2024-12-18,otrs,4.0,5.0,We use it as our primary ticketing tool,we use itu as our primary ticketing tool,Netral,10.0,Promoter,5.0,5.0,Satisfied
T_02610,2024-11-30,Zoho Desk,4.0,5.0,"Use Cases and Arrangement ExtensionWe have utilized monday.com as an extra CRM for our Client Onboarding and Backing groups. It has helped our colleagues to facilitate with one another on the Client onboarding undertakings, arrangements, and leads. All colleagues can add to every pipeline by sharing updates, applicable archives, and extra records connected with each undertaking and arrangement. It likewise gives admittance to the group leads and supervisors who can screen each task and colleague, giving better straightforwardness to the whole association.",use cases and arrangement extensionwe have utilized monday com as an extra crm for our client onboarding and backing groups itu has helped our colleagues tapi facilitate with one another on the client onboarding undertakings arrangements and leads all colleagues can ada tapi every pipeline by sharing updates applicable archives and extra records connected with each undertaking and arrangement itu likewise gives admittance tapi the group leads and supervisors who can screen each task and colleague giving better straightforwardness tapi the whole association,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_04459,2024-12-25,Zoho Desk,4.0,5.0,great,great,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_01308,2024-11-04,Zoho Desk,3.0,4.0,Allows customer to request a ticket and makes easy to resolves. The was better than the other softwares used.,allows customer tapi request a ticket and makes easy tapi resolves the was better tahan the other softwares used,Positif,7.0,Passive,5.0,5.0,Satisfied
T_04795,2024-12-29,Zendesk,4.0,5.0,"Great experience! Again, super easy to use holds all client contact info and great for internal communication as well.",great experience again super easy tapi use holds all client contact info and great for internal communication as well,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_03925,2024-12-17,Zendesk,4.0,3.0,Pros:The organizational features to handle your support tickets are second to none and can't be beat. Easy to use features for employees to easily submit tickets different ways.,pros the organizational features tapi handle your support tickets are second tapi none and can t be beat easy tapi use features for employees tapi easily submit tickets different ways,Positif,7.0,Passive,4.0,4.0,Satisfied
T_01401,2024-11-06,Zoho Desk,2.0,5.0,"Low-cost, effective trouble ticketing software.",low cost effective trouble ticketing software,Netral,4.0,Detractor,5.0,4.0,Satisfied
T_02007,2024-11-17,Zendesk,4.0,3.0,Pros:Easy to use and onboard new agents. Integrates well with our systems.,pros easy tapi use and onboard new agents integrates well with our systems,Positif,6.0,Detractor,5.0,5.0,Satisfied
T_00088,2024-10-03,Zoho Desk,4.0,4.0,Pros:Ease of use.Easy to customize.Simple and elegant.,pros ease of use easy tapi customize simple and elegant,Positif,6.0,Detractor,4.0,4.0,Satisfied
T_02591,2024-11-29,Zendesk,4.0,5.0,We enjoy using the tool for all of our support needs,we enjoy using the tool for all of our support needs,Netral,10.0,Promoter,5.0,5.0,Satisfied
T_01732,2024-11-12,Freshdesk,4.0,3.0,"Pros:I really like the ease of use - FreshDesk is simple, and intuitive and even for somebody who has never seen it before, it really tells you where to look for each thing (or even better, you can use a search bar to look for it!). Also, the customer support team of FreshDesk is amazing and I've never waited for more than a few minutes for them to get back to me with help, love them!",pros i really like the ease of use freshdesk is simple and intuitive and even for somebody who has never seen itu before itu really tells you where tapi look for each thing orang even better you can use a search bar tapi look for itu also the customer support team of freshdesk is amazing and i ve never waited for more tahan a few minutes for them tapi get back tapi me with help love them,Positif,6.0,Detractor,5.0,4.0,Satisfied
T_03072,2024-12-06,Zendesk,3.0,5.0,Helpdesk ticket management to increase productivity and create a way to generate easy to read reports to show what I have done.,helpdesk ticket management tapi increase productivity and create a way tapi generate easy tapi read reports tapi show what i have done,Positif,8.0,Passive,5.0,5.0,Satisfied
T_00135,2024-10-04,Zendesk,4.0,5.0,"I don't find any problem with using Zendesk as I'm still using it until now. It also really helps a lot in our internal communication processes as well, not only with dealing customers concerns. It's a super CRM tool I can say.",i don t find any problem with using zendesk as i sama still using itu until now itu also really helps a lot ini our internal communication processes as well not only with dealing customers concerns itu sih a super crm tool i can sayang,Negatif,8.0,Passive,5.0,5.0,Satisfied
T_01124,2024-10-29,Zendesk,4.0,4.0,It's good overall. They just need to work on getting out bugs better,itu sih good overall they just need tapi work on getting out bugs better,Positif,6.0,Detractor,4.0,4.0,Satisfied
T_00502,2024-10-13,Zendesk,4.0,4.0,Pros:Easy Onboarding. Customer support. Multiple features to make customer services agents work in an efficient way.,pros easy onboarding customer support multiple features tapi pakai customer services agents work ini an efficient way,Positif,7.0,Passive,4.0,4.0,Satisfied
T_00743,2024-10-19,Jira Service Management,3.0,3.0,"Pros:It's very easy to use and learn, especially if you already use other Atlassian products. It integrates well and had many areas to customize.",pros itu sih very easy tapi use and learn especially if you already use other atlassian products itu integrates well and had many areas tapi customize,Positif,4.0,Detractor,4.0,3.0,Neutral
T_04726,2024-12-28,Zendesk,4.0,5.0,Pros:It's intuitive featuresEasy to use functions,pros itu sih intuitive featureseasy tapi use functions,Netral,7.0,Passive,4.0,5.0,Satisfied
T_03946,2024-12-18,Zoho Desk,4.0,5.0,One stop shop for all our helpdesk needs rather than having to rely on multiple systems to manage contact with our clients.,one stop shop for all our helpdesk needs rather tahan having tapi rely on multiple systems tapi manage contact with our clients,Netral,7.0,Passive,5.0,4.0,Satisfied
T_03498,2024-12-11,Jira Service Management,2.0,5.0,We are using the Jira from past 5 years and this is very important tool in every release. Help is managing the changes well and creating a release plan.,we are using the jira from pasti 5 years and this is very important tool ini every release help is managing the changes well and creating a release plan,Netral,8.0,Passive,5.0,5.0,Satisfied
T_03234,2024-12-08,Zendesk,4.0,4.0,"Pros:The layout, ability to BCC people, the ability to add articles to an automated answer. The integrations offered.",pros the layout ability tapi bcc people the ability tapi ada articles tapi an automated answer the integrations offered,Netral,8.0,Passive,4.0,4.0,Satisfied
T_04663,2024-12-27,Jira Service Management,3.0,4.0,"Pros:Lots of integration between the JIRA tools which makes JIRA SD an easy choice. Customizing workflow is easy and it's fantastic at keeping all our requests in order, too. The collaboration function is awesome. Several people are able to work on the same ticket at the same time which is essential to solving more complicated issues. User portal is pretty intuitive and makes it easy to file tickets.",pros lots of integration between the jira tools which makes jira sd an easy choice customizing workflow is easy and itu sih fantastic at keeping all our requests ini order too the collaboration function is awesome several people are able tapi work on the same ticket at the same time which is essential tapi solving more complicated issues user portal is pretty intuitive and makes itu easy tapi file tickets,Positif,9.0,Promoter,5.0,4.0,Satisfied
T_03543,2024-12-12,Freshdesk,2.0,4.0,"Free should always be taken advantage of, so I am happy to add more features to the company.",free should always be taken advantage of sok i sama happy tapi ada more features tapi the company,Positif,8.0,Passive,5.0,4.0,Satisfied
T_02563,2024-11-29,Zoho Desk,3.0,5.0,"Pros:GreatProduct! The best part of this application is automation of notifications. Tracking and managing tickets are super easy, for admin as well as end users. This is basically Ticketing for Dummies.",pros greatproduct the best part of this application is automation of notifications tracking and managing tickets are super easy for admin as well as end users this is basically ticketing for dummies,Positif,7.0,Passive,5.0,5.0,Satisfied
T_01818,2024-11-14,Zoho Desk,4.0,4.0,Pros:we love the clean and responsive interface also the integration with other product solutions and different modules.,pros we love the clean and responsive interface also the integration with other product solutions and different modules,Positif,7.0,Passive,4.0,4.0,Satisfied
T_04354,2024-12-23,Zendesk,3.0,5.0,I have 4 different accounts for different countries.I am very pleased with the performance and management of the systems for managing my clients and my application users.,i have 4 different accounts for different countries i sama very pleased with the performance and management of the systems for managing my clients and my application users,Netral,8.0,Passive,4.0,5.0,Satisfied
T_03970,2024-12-18,Freshdesk,1.0,1.0,"It is very easy to deliver a good customer service with this software. Very easy to use, the customer can communicate very easy with you through different channels. Some users prefer to chat, some others prefer to call you, so depending on the customers likes, you can handle all this kinds of channel support with Freshdesk.",itu is very easy tapi deliver a good customer service with this software very easy tapi use the customer can communicate very easy with you through different channels some users prefer tapi chat some others prefer tapi call you sok depending on the customers likes you can handle all this kinds of channel support with freshdesk,Positif,7.0,Passive,5.0,4.0,Satisfied
T_02252,2024-11-22,Zendesk,2.0,4.0,"Pros:Zendesk makes finding, organizing, and replying to customer support tickets incredibly easy, so you can focus on helping your customer instead of figuring out your support tool. The many filtering options sort conversations into different teams, and you can easily search for a specific ticket or customer. One of the best features is the ability to mute the customer conversation, so you can share information with other support staff before responding publically.",pros zendesk makes finding organizing and replying tapi customer support tickets incredibly easy sok you can focus on helping your customer instead of figuring out your support tool the many filtering options sort conversations into different teams and you can easily search for a specific ticket orang customer one of the best features is the ability tapi mute the customer conversation sok you can share information with other support staff before responding publically,Positif,8.0,Passive,4.0,5.0,Satisfied
T_00822,2024-10-21,Jira Service Management,5.0,5.0,"IT's been great, it's so easy and it rarely fails, I have never had to talk to their support staff about anything. So great app.",itu sih been great itu sih sok easy and itu rarely fails i have never had tapi talk tapi their support staff about anything sok great app,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_02125,2024-11-19,Zendesk,3.0,5.0,We use Zendesk to connect with and answer customer questions on Amazon primarliy and also on social. It's been a great tool and we couldn't be happier.,we use zendesk tapi connect with and answer customer questions on amazon primarliy and also on social itu sih been a great tool and we couldn t be happier,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_04876,2024-12-30,Zendesk,3.0,4.0,very easy to use and see all tickets made work a lot easier than you would expect,very easy tapi use and sih all tickets made work a lot easier tahan you would expect,Positif,7.0,Passive,5.0,4.0,Satisfied
T_00811,2024-10-21,Zendesk,5.0,4.0,Pros:Their customer support is outstanding and willing to walk through new opportunities or problems with you.,pros their customer support is outstanding and willing tapi walk through new opportunities orang problems with you,Netral,7.0,Passive,3.0,5.0,Satisfied
T_01683,2024-11-11,Freshdesk,3.0,4.0,"We initially introduced the product to increase the efficiency and productivity of our agents. This has lead to our ques decreasing and many satisfied customers on our social media pages, as our response time has gone up and the unhappy customers have gone down due to our great service, all thanks to this product.",we initially introduced the product tapi increase the efficiency and productivity of our agents this has lead tapi our ques decreasing and many satisfied customers on our social media pages as our response time has gone up and the unhappy customers have gone down due tapi our great service all thanks tapi this product,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_03891,2024-12-17,Zoho Desk,3.0,5.0,"Pros:We currently use another free product to run our helpdesk for a small select customers, Zoho is by far has more in depth functionality and ease of use!",pros we currently use another free product tapi run our helpdesk for a small select customers zoho is by far has more ini depth functionality and ease of use,Netral,6.0,Detractor,5.0,5.0,Satisfied
T_01358,2024-11-05,Zoho Desk,2.0,5.0,"Pros:i love this app, it's helping our group (of 5 companies) to support our costumers using all canals web, phone and more",pros i love this app itu sih helping our group of 5 companies tapi support our costumers using all canals web phone and more,Positif,8.0,Passive,4.0,5.0,Satisfied
T_03379,2024-12-10,Zendesk,5.0,5.0,"Zendesk Suite enables me to manage custom fields for each support case and specify certain fields as mandatory for resolving it.It also facilitates improved management and control over the status of each request and our overall workload at any given time.Additionally, the tool provides me with a comprehensive KPI suite, allowing for a deeper understanding of our daily operations and how things are evolving over time.",zendesk suite enables me tapi manage custom fields for each support case and specify certain fields as mandatory for resolving itu itu also facilitates improved management and control over the status of each request and our overall workload at any given time additionally the tool provides me with a comprehensive kpi suite allowing for a deeper understanding of our daily operations and how things are evolving over time,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_02180,2024-11-21,Zoho Desk,4.0,4.0,"Pros:Good enough on features and customized field, configurable organization structure. AJAX data transferring is what we wanted while surfing using browser.",pros good enough on features and customized field configurable organization structure ajax data transferring is what we wanted while surfing using browser,Positif,6.0,Detractor,4.0,4.0,Satisfied
T_00681,2024-10-18,Zoho Desk,3.0,4.0,Es una herramienta que te va a permitir organizar y dar diferentes prioridades a las incidencias que ocurran con tus clientes,es una herramienta que te va a permitir organizar ya dar diferentes prioridades a las incidencias que ocurran con tus clientes,Netral,8.0,Passive,3.0,5.0,Satisfied
T_02456,2024-11-27,Zoho Desk,3.0,5.0,Pros:This is highly adaptable to existing processes and software. It serves as a unification/end point for multiple alerts and tickets so we can check them all from one place. The automation in replying or routing a ticket is a big time saver as well.,pros this is highly adaptable tapi existing processes and software itu serves as a unification end point for multiple alerts and tickets sok we can check them all from one place the automation ini replying orang routing a ticket is a big time saver as well,Netral,8.0,Passive,4.0,5.0,Satisfied
T_00655,2024-10-17,Zendesk,3.0,4.0,We love Zendesk and appreciate the growth in integration possibilities.,we love zendesk and appreciate the growth ini integration possibilities,Positif,7.0,Passive,4.0,5.0,Satisfied
T_02684,2024-12-01,Freshdesk,2.0,4.0,The easy of use of the app and the customised options in the app where we can add tags and and issue types so it is very easy to find the things when needed and easy to manage the tickets as well. The freshchat feature is also a great addition to it as it makes the live interaction seamless and easy.,the easy of use of the app and the customised options ini the app where we can ada tags and and issue types sok itu is very easy tapi find the things when needed and easy tapi manage the tickets as well the freshchat feature is also a great addition tapi itu as itu makes the live interaction seamless and easy,Positif,9.0,Promoter,5.0,4.0,Satisfied
T_04368,2024-12-23,Jira Service Management,3.0,5.0,Pros:Ability to slice data; quantify team output; easily see where we need improvement. Dashboards have proven to be an easy way to depict this to senior management.,pros ability tapi slice data quantify team output easily sih where we need improvement dashboards have proven tapi be an easy way tapi depict this tapi senior management,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_01255,2024-11-02,ServiceNow,3.0,3.0,Support activity along with different parameters can be easily sorted and managened with help ofServiceNow.,support activity along with different parameters can be easily sorted and managened with help ofservicenow,Netral,7.0,Passive,3.0,4.0,Satisfied
T_00226,2024-10-06,Zendesk,5.0,5.0,"Our team handles phone, chat and email channels providing customer support. This tool provides us a seamless experience and allow us to work in a single environment. The report system has always been invaluable part of our workloads as it provides us detailed report to keep on track.",our team handles phone chat and email channels providing customer support this tool provides us a seamless experience and allow us tapi work ini a single environment the report system has always been invaluable part of our workloads as itu provides us detailed report tapi keep on track,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_02027,2024-11-18,Zoho Desk,2.0,3.0,Ability to manage tickets and build better relationship with my client,ability tapi manage tickets and build better relationship with my client,Netral,5.0,Detractor,3.0,4.0,Satisfied
T_02613,2024-11-30,Zoho Desk,3.0,3.0,Organization of my work team,organization of my work team,Netral,8.0,Passive,4.0,5.0,Satisfied
T_04039,2024-12-19,Freshdesk,2.0,4.0,Product from you can control your customer escalation,product from you can control your customer escalation,Netral,7.0,Passive,4.0,4.0,Satisfied
T_02983,2024-12-05,Freshdesk,3.0,3.0,In general I have fond memories of the whole product since it was easy to use and for Customer Support tasks were easy and fast. The less time spent for the product the faster the task can be solved.,ini general i have fond memories of the whole product since itu was easy tapi use and for customer support tasks were easy and fast the less time spent for the product the faster the task can be solved,Positif,5.0,Detractor,5.0,4.0,Satisfied
T_03201,2024-12-08,Freshdesk,3.0,4.0,"Overall, it is a great product for the cost!",overall itu is a great product for the cost,Positif,6.0,Detractor,4.0,4.0,Satisfied
T_01161,2024-10-30,Zendesk,4.0,5.0,"Pros:The software is great to use for reporting and keeping track of tickets for chats, calls, and emails.",pros the software is great tapi use for reporting and keeping track of tickets for chats calls and emails,Positif,7.0,Passive,4.0,5.0,Satisfied
T_01453,2024-11-07,Zoho Desk,4.0,5.0,"Overall a great product, and fantastic value for money when used as part of Zoho One.",overall a great product and fantastic value for money when used as part of zoho one,Positif,8.0,Passive,5.0,4.0,Satisfied
T_01144,2024-10-30,Freshdesk,5.0,5.0,"Their support is probably the best support out there, a real 5-star experience, plus they are continuously implementing new features and create new products.As an administrator In my company, I really don't have to do a lot and I can easily do my job. There is almost no complaints from users.",their support is probably the best support out there a real 5 star experience plus they are continuously implementing new features and create new products as an administrator ini my company i really don t have tapi di a lot and i can easily di my job there is almost no complaints from users,Positif,6.0,Detractor,5.0,5.0,Satisfied
T_03475,2024-12-11,Zendesk,4.0,5.0,It has been great.We have been using zendesk for 7 years now.,itu has been great we have been using zendesk for 7 years now,Positif,7.0,Passive,5.0,5.0,Satisfied
T_01424,2024-11-06,Zendesk,3.0,4.0,"Over all the experience is very good , but some improvement can be done by the team",over all the experience is very good but some improvement can be done by the team,Positif,6.0,Detractor,3.0,5.0,Satisfied
T_01138,2024-10-30,Zoho Desk,3.0,5.0,better support resolutions for customers and end users.,better support resolutions for customers and end users,Netral,5.0,Detractor,3.0,4.0,Satisfied
T_00980,2024-10-26,Zoho Desk,3.0,4.0,Pros:Notification sounds and prompt are pleasing. Canned responses are as helpful as always. I particularly like the fact I am able to implement my email into this.,pros notification sounds and prompt are pleasing canned responses are as helpful as always i particularly like the fact i sama able tapi implement my email into this,Positif,4.0,Detractor,4.0,4.0,Satisfied
T_00368,2024-10-10,Zoho Desk,4.0,5.0,"The experience is very satisfactory, Zoho has evolved a lot in these years and applied a lot of practical features in place. Any product startup must have this desk platform for easy onboarding and servicing of their customers.",the experience is very satisfactory zoho has evolved a lot ini these years and applied a lot of practical features ini place any product startup must have this desk platform for easy onboarding and servicing of their customers,Positif,8.0,Passive,5.0,5.0,Satisfied
T_00435,2024-10-11,Zendesk,3.0,5.0,Zendesk has helped us improve and measure our parents satisfaction with our communication. It has also helped us stay on course of our response time goal and satisfaction level goal through the statistics it provides daily.,zendesk has helped us improve and measure our parents satisfaction with our communication itu has also helped us stay on course of our response time goal and satisfaction level goal through the statistics itu provides daily,Netral,8.0,Passive,5.0,5.0,Satisfied
T_04824,2024-12-30,Zoho Desk,4.0,5.0,easy to use.,easy tapi use,Positif,8.0,Passive,5.0,5.0,Satisfied
T_02900,2024-12-04,Zoho Desk,4.0,5.0,Pros:the ui experience and the fact that most of the requirements that I can think of are already implemented.,pros the ui experience and the fact that most of the requirements that i can think of are already implemented,Netral,10.0,Promoter,5.0,5.0,Satisfied
T_01109,2024-10-29,Freshdesk,3.0,5.0,"It was a game changer from previous ticketing systems i used, i would aways choose FreshService but only if you have time to make use of setting up the extra features and can afford the extra cost.",itu was a game changer from previous ticketing systems i used i would aways choose freshservice but only if you have time tapi pakai use of setting up the extra features and can afford the extra cost,Netral,8.0,Passive,4.0,4.0,Satisfied
T_04518,2024-12-25,Jira Service Management,4.0,5.0,Pros:application that allowed us to manage the problems on the development of the software.,pros application that allowed us tapi manage the problems on the development of the software,Netral,5.0,Detractor,5.0,5.0,Satisfied
T_00251,2024-10-07,Freshdesk,2.0,5.0,"It is very efficient, simple, and collaborative. It's difficult to overlook a ticket because notifications are everywhere, and you can also add reminders under To-Do for a specific ticket. It is cloud-based, so our team can work from anywhere.",itu is very efficient simple and collaborative itu sih difficult tapi overlook a ticket because notifications are everywhere and you can also ada reminders under tapi di for a specific ticket itu is cloud based sok our team can work from anywhere,Negatif,9.0,Promoter,4.0,4.0,Satisfied
T_01738,2024-11-12,Freshdesk,3.0,4.0,"My overall experience has been outstanding. Freshdesk provides quick, efficient,solutions so I can keep my customers happy which in turn keeps me happy",my overall experience has been outstanding freshdesk provides quick efficient solutions sok i can keep my customers happy which ini turn keeps me happy,Positif,6.0,Detractor,4.0,3.0,Neutral
T_02188,2024-11-21,Freshdesk,4.0,5.0,Pros:with Freshdesk we are managing the tickets and following SLAs on all tickets.with the workflow automationits becoming easy to lot a ticket to the right agent.,pros with freshdesk we are managing the tickets and following slas on all tickets with the workflow automationits becoming easy tapi lot a ticket tapi the right agent,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_00967,2024-10-25,Jira Service Management,5.0,5.0,Pros:The User interface is very user-friendly and organized.,pros the user interface is very user friendly and organized,Positif,8.0,Passive,5.0,5.0,Satisfied
T_03398,2024-12-10,Zendesk,3.0,5.0,"It's useful when it comes to communicationsvia emails. In think it's more reliable if they will put some label if which team that specifically agents coming from. In that way you will identify if that is coming from fraud Dept, CSR dept, etc..",itu sih useful when itu comes tapi communicationsvia emails ini think itu sih more reliable if they will put some label if which team that specifically agents coming from ini that way you will identify if that is coming from fraud dept csr dept etc,Netral,8.0,Passive,5.0,5.0,Satisfied
T_02037,2024-11-18,Freshdesk,3.0,5.0,It has created the flexibility we needed to manage our customer care service. It's given us visibility through reporting and insight into the types of issues occurring. It's speeded up our response time and improved our performance with better quality responses.,itu has created the flexibility we needed tapi manage our customer care service itu sih given us visibility through reporting and insight into the types of issues occurring itu sih speeded up our response time and improved our performance with better quality responses,Netral,8.0,Passive,5.0,5.0,Satisfied
T_03607,2024-12-13,Freshdesk,3.0,4.0,"My overall experience with Freshdesk has been great. The platform is easy to use and navigate, and provides great customer service and support. The ticketing system is very organized and efficient and the dashboard is great for keeping track of all your customer support requests. The automation and reporting tools help to streamline the process and make it easier to manage multiple customers. The integration with other tools is also helpful, allowing me to quickly connect with other systems to provide better customer service. Overall, I find Freshdesk to be a great platform for managing customer service requests.",my overall experience with freshdesk has been great the platform is easy tapi use and navigate and provides great customer service and support the ticketing system is very organized and efficient and the dashboard is great for keeping track of all your customer support requests the automation and reporting tools help tapi streamline the process and pakai itu easier tapi manage multiple customers the integration with other tools is also helpful allowing me tapi quickly connect with other systems tapi provide better customer service overall i find freshdesk tapi be a great platform for managing customer service requests,Positif,6.0,Detractor,3.0,4.0,Satisfied
T_03852,2024-12-16,Zendesk,3.0,5.0,I've been working with Zendesk for over 3 years already. It has been a smooth and great experience. I would definitely recommend people to use it!,i ve been working with zendesk for over 3 years already itu has been a smooth and great experience i would definitely recommend people tapi use itu,Positif,8.0,Passive,4.0,4.0,Satisfied
T_04389,2024-12-24,Zoho Desk,5.0,5.0,"Basically for now I can't see any problem or difficult using Zoho Desk, but the licensing for our company is not so good, because we need only one person with all the 'enterprise' functions, but the purchasing model require that we need to buy for all guys.",basically for now i can t sih any problem orang difficult using zoho desk but the licensing for our company is not sok good because we need only one person with all the enterprise functions but the purchasing model require that we need tapi buy for all guys,Negatif,9.0,Promoter,4.0,5.0,Satisfied
T_02334,2024-11-24,Freshdesk,3.0,5.0,Like a breath of fresh air!!,like a breath of fresh air,Netral,8.0,Passive,4.0,5.0,Satisfied
T_01901,2024-11-15,Zendesk,5.0,5.0,"Pros:Zendesk Suite is an exceptional solution that offers a unified workspace with a contextual interface. This means you can manage and access all your customer interactions across multiple channels like email, chat, phone, social media, and more, from one place. You can view the complete history and profile of each customer, as well as relevant information from other sources such as CRM, e-commerce, or billing systems. With Zendesk Suite, providing personalized and consistent service to your customers has never been easier, irrespective of how they get in touch with you.",pros zendesk suite is an exceptional solution that offers a unified workspace with a contextual interface this means you can manage and access all your customer interactions across multiple channels like email chat phone social media and more from one place you can view the complete history and profile of each customer as well as relevant information from other sources such as crm e commerce orang billing systems with zendesk suite providing personalized and consistent service tapi your customers has never been easier irrespective of how they get ini touch with you,Netral,10.0,Promoter,5.0,5.0,Satisfied
T_03833,2024-12-16,Freshdesk,4.0,5.0,Our support channels operatie 3 times faster since using Freshdesk and our customers love the way they can interact so fast with us.,our support channels operatie 3 times faster since using freshdesk and our customers love the way they can interact sok fast with us,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_00882,2024-10-23,Zendesk,2.0,3.0,"You get a great ticketing tool, manage to keep a great track of a client's single request and get back to him as soon as possible. Issues with Zendesk have been minimum and resolved in a rapid manner.",you get a great ticketing tool manage tapi keep a great track of a client sih single request and get back tapi him as soon as possible issues with zendesk have been minimum and resolved ini a rapid manner,Positif,5.0,Detractor,3.0,3.0,Neutral
T_03982,2024-12-18,Zendesk,2.0,2.0,"I liked Zendesk for the features, and the reporting was extensive. However, I found it difficult to use, and much more difficult than other CRMs and HelpDesks to build reports. The social metrics are also lacking in comparison to other HelpDesks.",i liked zendesk for the features and the reporting was extensive however i found itu difficult tapi use and much more difficult tahan other crms and helpdesks tapi build reports the social metrics are also lacking ini comparison tapi other helpdesks,Negatif,4.0,Detractor,2.0,3.0,Neutral
T_02316,2024-11-24,Zoho Desk,5.0,5.0,Issues got resolved on Time and we could track the response time.,issues got resolved on time and we could track the response time,Netral,8.0,Passive,5.0,5.0,Satisfied
T_00444,2024-10-11,Jira Service Management,4.0,4.0,- Powerful Agile views: It supports both the Scrum and kanban Boards- We can create custom work flow based on the different use case- Road map feature is very useful for the view the project status at high level - Detailed reports - The tool isin expensive side.,powerful agile views itu supports both the scrum and kanban boards we can create custom work flow based on the different use case road map feature is very useful for the view the project status at high level detailed reports the tool isin expensive side,Netral,7.0,Passive,5.0,5.0,Satisfied
T_04822,2024-12-30,Zoho Desk,4.0,4.0,Very Good Software . need resolution for the above cons.,very good software need resolution for the above cons,Positif,8.0,Passive,5.0,5.0,Satisfied
T_04450,2024-12-25,Zoho Desk,3.0,5.0,I'm happy because Zoho Desk delivers great customer services.,i sama happy because zoho desk delivers great customer services,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_03221,2024-12-08,Zendesk,0.0,1.0,"Pros:The software is easy to use, generally doesn't have downtimes or outages.",pros the software is easy tapi use generally doesn t have downtimes orang outages,Positif,1.0,Detractor,2.0,4.0,Satisfied
T_04503,2024-12-25,ServiceNow,2.0,3.0,It's far better than the last ITSM tool- Remedy on terms of efficiency and usefulnessIntegrating with other tools is most popular in SNOW with easy REST APIFast and Managing/Navigation are very easyMost of the things can be done in IT user level with a configuration changes,itu sih far better tahan the last itsm tool remedy on terms of efficiency and usefulnessintegrating with other tools is most popular ini snow with easy rest apifast and managing navigation are very easymost of the things can be done ini itu user level with a configuration changes,Positif,7.0,Passive,5.0,4.0,Satisfied
